query_id,iteration,icd11_codes,prevalence,etiqueta,ddx_parsed,match_details
,1,"[""2E2Z"", ""4B20.3"", ""1B1Z"", ""8B22.2"", ""8E4A.0""]","[""N/A"", ""N/A"", ""N/A"", ""N/A"", ""N/A""]","[""common"", ""common"", ""common"", ""common"", ""common""]",Carcinomatosis leptomeníngea | Neurosarcoidosis | Encefalomielitis tuberculosa | Vasculitis cerebral | Encefalitis paraneoplásica,"Carcinomatosis leptomeníngea → 2E2Z [who_api, 0.0%] → 2E2Z ;; Neurosarcoidosis → 4B20.3 [who_api, 0.0%] → 4B20.3 ;; Encefalomielitis tuberculosa → 1B1Z [who_api, 0.0%] → 1B1Z ;; Vasculitis cerebral → 8B22.2 [who_api, 0.0%] → 8B22.2 ;; Encefalitis paraneoplásica → OBSOLETO: Encefalitis límbica paraneoplásica [semantic_who, 0.0%] → 8E4A.0"
,1,"[""4B4Z"", ""DD70.Z"", ""DA95"", ""2A90.7"", ""4A44.Z""]","[""N/A"", ""N/A"", ""Desconocido"", ""<1 / 1 000 000"", ""N/A""]","[""common"", ""common"", ""unknown"", ""ultra_rare"", ""common""]",Deficiencia inmunológica variable | Enfermedad de Crohn | Enfermedad celíaca refractaria | Linfoma intestinal | Vasculitis gastrointestinal,"Deficiencia inmunológica variable → 4B4Z [who_api, 0.0%] → 4B4Z ;; Enfermedad de Crohn → DD70.Z [who_api, 0.0%] → DD70.Z ;; Enfermedad celíaca refractaria → Enfermedad celíaca refractaria [exact, 100.0%] → DA95 ;; Linfoma intestinal → Linfoma de células T asociado a enteropatía [semantic, 0.0%] → 2A90.7 ;; Vasculitis gastrointestinal → 4A44.Z [who_api, 0.0%] → 4A44.Z"
,1,"[""NR-NEUR-006"", ""8E47"", ""1F00.21"", ""8E4A.0"", ""8E4A.0""]","[""N/A"", ""N/A"", ""Desconocido"", ""N/A"", ""N/A""]","[""unclassified"", ""common"", ""unknown"", ""common"", ""common""]",Encefalitis anti‑NMDAR | Encefalopatía tiroidea | Encefalitis herpética | Encefalitis autoinmune | Encefalitis paraneoplásica limbic,"Encefalitis anti‑NMDAR → NR-NEUR-006 [nr, 0.0%] → NR-NEUR-006 ;; Encefalopatía tiroidea → 8E47 [who_api, 0.0%] → 8E47 ;; Encefalitis herpética → Encefalitis por el virus del herpes simple [exact, 100.0%] → 1F00.21 ;; Encefalitis autoinmune → Encefalitis autoinmune [exact_who, 100.0%] → 8E4A.0 ;; Encefalitis paraneoplásica limbic → OBSOLETO: Encefalitis límbica paraneoplásica [semantic_who, 0.0%] → 8E4A.0"
,1,"[""4A43.0"", ""XH1VJ3"", ""2A86.0"", ""2A83.1"", ""4A43.0""]","[""N/A"", ""<1 / 1 000 000"", ""1-5 / 10 000"", ""1-5 / 10 000"", ""1-9 / 100 000""]","[""common"", ""ultra_rare"", ""unknown"", ""unknown"", ""very_rare""]",Síndrome relacionado con IgG4 | Enfermedad de Erdheim-Chester | Linfoma de células B | Mieloma múltiple | Fibrosis retroperitoneal idiopática,"Síndrome relacionado con IgG4 → 4A43.0 [who_api, 0.0%] → 4A43.0 ;; Enfermedad de Erdheim-Chester → Enfermedad de Erdheim-Chester [exact, 100.0%] → XH1VJ3 ;; Linfoma de células B → Linfoma no Hodgkin de células B [semantic_who, 0.0%] → 2A86.0 ;; Mieloma múltiple → Mieloma múltiple [exact, 100.0%] → 2A83.1 ;; Fibrosis retroperitoneal idiopática → Fibrosis retroperitoneal asociada a IgG4 [exact, 100.0%] → 4A43.0"
,1,"[""1F2C"", ""NR-DERM-002"", ""3B4Z"", ""ME60.Z"", ""1F20.0Z""]","[""Desconocido"", ""N/A"", ""N/A"", ""N/A"", ""N/A""]","[""unknown"", ""unclassified"", ""common"", ""common"", ""common""]",Mucormicosis angioinvasiva | Vasculitis cutánea asociada a COVID‑19 | Coagulopatía asociada a sepsis | Lesión de la piel por efecto de medicamentos | Aspergilosis invasiva,"Mucormicosis angioinvasiva → Zigomicosis [semantic, 0.0%] → 1F2C ;; Vasculitis cutánea asociada a COVID‑19 → NR-DERM-002 [nr, 0.0%] → NR-DERM-002 ;; Coagulopatía asociada a sepsis → 3B4Z [who_api, 0.0%] → 3B4Z ;; Lesión de la piel por efecto de medicamentos → ME60.Z [who_api, 0.0%] → ME60.Z ;; Aspergilosis invasiva → 1F20.0Z [who_api, 0.0%] → 1F20.0Z"
,1,"[""JB4Z"", ""6B00"", ""NR-OTR-008"", ""NR-OTR-009"", ""6E21""]","[""N/A"", ""N/A"", ""N/A"", ""N/A"", ""1-9 / 100 000""]","[""common"", ""common"", ""unclassified"", ""unclassified"", ""very_rare""]",Trastorno obsesivo‑compulsivo del posparto | Trastorno de ansiedad generalizada posparto | Trastorno depresivo mayor posparto con ansiedad | Trastorno de adaptación con ansiedad posparto | Psicosis posparto,"Trastorno obsesivo‑compulsivo del posparto → JB4Z [who_api, 0.0%] → JB4Z ;; Trastorno de ansiedad generalizada posparto → 6B00 [who_api, 0.0%] → 6B00 ;; Trastorno depresivo mayor posparto con ansiedad → NR-OTR-008 [nr, 0.0%] → NR-OTR-008 ;; Trastorno de adaptación con ansiedad posparto → NR-OTR-009 [nr, 0.0%] → NR-OTR-009 ;; Psicosis posparto → Psicosis posparto [exact, 100.0%] → 6E21"
,1,"[""EB20"", ""EB21"", ""JB40.0"", ""NR-OTR-012"", ""2A20.2""]","[""Desconocido"", ""Desconocido"", ""N/A"", ""N/A"", ""1-9 / 100 000""]","[""unknown"", ""unknown"", ""common"", ""unclassified"", ""very_rare""]",Síndrome de Sweet | Pioderma gangrenoso | Endometritis posparto | Síndrome de respuesta inflamatoria sistémica | Mielofibrosis,"Síndrome de Sweet → Síndrome de Sweet [exact, 100.0%] → EB20 ;; Pioderma gangrenoso → Pioderma gangrenoso [exact, 100.0%] → EB21 ;; Endometritis posparto → JB40.0 [who_api, 0.0%] → JB40.0 ;; Síndrome de respuesta inflamatoria sistémica → NR-OTR-012 [nr, 0.0%] → NR-OTR-012 ;; Mielofibrosis → Mielofibrosis primaria [semantic, 0.0%] → 2A20.2"
,1,"[""1G40"", ""DC13"", ""GB90.3"", ""DC31.Z"", ""NR-RESP-001""]","[""N/A"", ""N/A"", ""Desconocido"", ""N/A"", ""N/A""]","[""common"", ""common"", ""unknown"", ""common"", ""unclassified""]",Sepsis bacteriana | Colangitis aguda | Trombosis de vena renal | Pancreatitis aguda bacteriana | Pieloflebitis,"Sepsis bacteriana → 1G40 [who_api, 0.0%] → 1G40 ;; Colangitis aguda → DC13 [who_api, 0.0%] → DC13 ;; Trombosis de vena renal → Trombosis venosa renal neonatal [semantic, 0.0%] → GB90.3 ;; Pancreatitis aguda bacteriana → DC31.Z [who_api, 0.0%] → DC31.Z ;; Pieloflebitis → NR-RESP-001 [nr, 0.0%] → NR-RESP-001"
,1,"[""2C73.2"", ""2C73.2"", ""2C73.Y"", ""2C73.Z"", ""2C73.Y""]","[""1-9 / 1 000 000"", ""1-9 / 1 000 000"", ""N/A"", ""1-9 / 1 000 000"", ""Desconocido""]","[""ultra_rare"", ""ultra_rare"", ""common"", ""ultra_rare"", ""unknown""]",Tumor granulosa célula juvenil | Tumor granulosa célula adulto | Tumor de Sertoli-Leydig | Cáncer ovárico de origen estromal | Cáncer ovárico germinal,"Tumor granulosa célula juvenil → Tumor maligno de células de la granulosa de ovario [semantic, 0.0%] → 2C73.2 ;; Tumor granulosa célula adulto → Tumor maligno de células de la granulosa de ovario [semantic, 0.0%] → 2C73.2 ;; Tumor de Sertoli-Leydig → 2C73.Y [who_api, 0.0%] → 2C73.Y ;; Cáncer ovárico de origen estromal → Tumor no epitelial maligno de ovario [semantic_who, 0.0%] → 2C73.Z ;; Cáncer ovárico germinal → Tumor maligno de ovario de células germinales [semantic, 0.0%] → 2C73.Y"
,1,"[""CA40.20"", ""CB03.2"", ""2D70"", ""CB02.10"", ""CA70""]","[""N/A"", ""Desconocido"", ""N/A"", ""<1 / 1 000 000"", ""Desconocido""]","[""common"", ""unknown"", ""common"", ""ultra_rare"", ""unknown""]",Neumonía por Pneumocystis jirovecii | Organización pulmonar criptogénica | Metástasis pulmonares | Neumonía eosinofílica aguda | Hipersensibilidad pulmonar,"Neumonía por Pneumocystis jirovecii → CA40.20 [who_api, 0.0%] → CA40.20 ;; Organización pulmonar criptogénica → Neumonía con organización criptogénica [semantic, 0.0%] → CB03.2 ;; Metástasis pulmonares → 2D70 [who_api, 0.0%] → 2D70 ;; Neumonía eosinofílica aguda → Neumonía eosinofílica idiopática aguda [semantic, 0.0%] → CB02.10 ;; Hipersensibilidad pulmonar → Neumonitis por hipersensibilidad [semantic, 0.0%] → CA70"
,1,"[""2A83.2"", ""2A83.1"", ""2A85.4"", ""4B2Y"", ""2A81.2""]","[""1-9 / 1 000 000"", ""1-5 / 10 000"", ""Desconocido"", ""Desconocido"", ""N/A""]","[""ultra_rare"", ""unknown"", ""unknown"", ""unknown"", ""unclassified""]",Plasmocitoma extramedular | Mieloma múltiple | Macroglobulinemia de Waldenström | Enfermedad de Castleman | Linfoma plasmablástico,"Plasmocitoma extramedular → Plasmacitoma extramedular de tejidos blandos [semantic, 0.0%] → 2A83.2 ;; Mieloma múltiple → Mieloma múltiple [exact, 100.0%] → 2A83.1 ;; Macroglobulinemia de Waldenström → Macroglobulinemia de Waldenström [exact, 100.0%] → 2A85.4 ;; Enfermedad de Castleman → Enfermedad de Castleman [exact, 100.0%] → 4B2Y ;; Linfoma plasmablástico → Linfoma plasmablástico [exact, 100.0%] → 2A81.2"
,1,"[""RA01"", ""1E32"", ""1C19"", ""CA40.06"", ""CA40.03""]","[""N/A"", ""N/A"", ""N/A"", ""Desconocido"", ""N/A""]","[""common"", ""common"", ""unclassified"", ""unknown"", ""common""]",COVID-19 | Influenza A | Neumonía legionela | Neumonía estafilocócica | Neumonía por Klebsiella pneumoniae,"COVID-19 → RA01 [who_api, 0.0%] → RA01 ;; Influenza A → 1E32 [who_api, 0.0%] → 1E32 ;; Neumonía legionela → Infección por Legionella [semantic, 0.0%] → 1C19 ;; Neumonía estafilocócica → Neumonía necrotizante estafilocócica [semantic, 0.0%] → CA40.06 ;; Neumonía por Klebsiella pneumoniae → CA40.03 [who_api, 0.0%] → CA40.03"
,1,"[""1A11.Z"", ""1C80"", ""1C82"", ""1D01.0Z"", ""5C50.AY""]","[""N/A"", ""N/A"", ""1-9 / 1 000 000"", ""N/A"", ""1-9 / 100 000""]","[""common"", ""common"", ""ultra_rare"", ""common"", ""very_rare""]",Botulismo neonatal | Encefalitis viral | Rabia | Meningitis bacteriana | Deficiencia de OTC,"Botulismo neonatal → 1A11.Z [who_api, 0.0%] → 1A11.Z ;; Encefalitis viral → Encefalitis [semantic_who, 0.0%] → 1C80 ;; Rabia → Rabia [exact, 100.0%] → 1C82 ;; Meningitis bacteriana → 1D01.0Z [who_api, 0.0%] → 1D01.0Z ;; Deficiencia de OTC → Deficiencia de ornitina transcarbamilasa [exact, 100.0%] → 5C50.AY"
,1,"[""1H0Z"", ""NR-DERM-005"", ""2E83.Z"", ""1B21.Y"", ""FA25""]","[""N/A"", ""N/A"", ""N/A"", ""N/A"", ""N/A""]","[""common"", ""unclassified"", ""common"", ""common"", ""common""]",Infección periprotésica | Reacción inflamatoria a material de resina | Neoplasia ósea | Infección atípica | Gota,"Infección periprotésica → 1H0Z [who_api, 0.0%] → 1H0Z ;; Reacción inflamatoria a material de resina → NR-DERM-005 [nr, 0.0%] → NR-DERM-005 ;; Neoplasia ósea → 2E83.Z [who_api, 0.0%] → 2E83.Z ;; Infección atípica → 1B21.Y [who_api, 0.0%] → 1B21.Y ;; Gota → FA25 [who_api, 0.0%] → FA25"
,1,"[""1C31.0"", ""1C3Y"", ""1B91"", ""1C11.Z"", ""1D01.0Z""]","[""Desconocido"", ""<1 / 1 000 000"", ""1-9 / 1 000 000"", ""N/A"", ""N/A""]","[""unknown"", ""ultra_rare"", ""ultra_rare"", ""common"", ""common""]",Fiebre maculosa de las Montañas Rocosas | Ehrlichiosis | Leptospirosis | Bartonelosis | Meningitis bacteriana,"Fiebre maculosa de las Montañas Rocosas → Fiebre maculosa de las Montañas Rocosas [exact, 100.0%] → 1C31.0 ;; Ehrlichiosis → Erliquiosis [semantic, 0.0%] → 1C3Y ;; Leptospirosis → Leptospirosis [exact, 100.0%] → 1B91 ;; Bartonelosis → 1C11.Z [who_api, 0.0%] → 1C11.Z ;; Meningitis bacteriana → 1D01.0Z [who_api, 0.0%] → 1D01.0Z"
,1,"[""NR-CARD-001"", ""DA97.3"", ""NR-GAST-007"", ""NR-GAST-011"", ""DB60.Z""]","[""N/A"", ""N/A"", ""N/A"", ""N/A"", ""N/A""]","[""unclassified"", ""common"", ""unclassified"", ""unclassified"", ""common""]",Varices ectópicas | Enteropatía hipertensiva portal | Angiodiscines ileales | Úlcera postoperatoria | Hemorroides internas,"Varices ectópicas → NR-CARD-001 [nr, 0.0%] → NR-CARD-001 ;; Enteropatía hipertensiva portal → DA97.3 [who_api, 0.0%] → DA97.3 ;; Angiodiscines ileales → NR-GAST-007 [nr, 0.0%] → NR-GAST-007 ;; Úlcera postoperatoria → NR-GAST-011 [nr, 0.0%] → NR-GAST-011 ;; Hemorroides internas → DB60.Z [who_api, 0.0%] → DB60.Z"
,1,"[""NR-MUSC-007"", ""FB80.0"", ""2E83.Z"", ""2C20.3"", ""2B51.Z""]","[""N/A"", ""Desconocido"", ""N/A"", ""<1 / 1 000 000"", ""N/A""]","[""unclassified"", ""unknown"", ""common"", ""ultra_rare"", ""common""]",Fibroma ossificante juvenil psamomatoide | Fibrosis ósea facial | Osteoma nasal | Estesioneuroblastoma | Osteosarcoma del seno etmoidal,"Fibroma ossificante juvenil psamomatoide → NR-MUSC-007 [nr, 0.0%] → NR-MUSC-007 ;; Fibrosis ósea facial → Displasia fibrosa de hueso [semantic, 0.0%] → FB80.0 ;; Osteoma nasal → 2E83.Z [who_api, 0.0%] → 2E83.Z ;; Estesioneuroblastoma → Estesioneuroblastoma [exact, 100.0%] → 2C20.3 ;; Osteosarcoma del seno etmoidal → 2B51.Z [who_api, 0.0%] → 2B51.Z"
,1,"[""8A80.4"", ""DA41.00"", ""DD91.Y"", ""DA42.Z"", ""DA90.2""]","[""N/A"", ""1-5 / 10 000"", ""N/A"", ""N/A"", ""Desconocido""]","[""common"", ""unknown"", ""common"", ""common"", ""unknown""]",Síndrome de vómito cíclico | Gastroparesia | Síndrome del intestino irritable funcional | Gastritis péptica | Síndrome de pseudoobstrucción intestinal crónica,"Síndrome de vómito cíclico → 8A80.4 [who_api, 0.0%] → 8A80.4 ;; Gastroparesia → Gastroparesia idiopática [semantic, 0.0%] → DA41.00 ;; Síndrome del intestino irritable funcional → DD91.Y [who_api, 0.0%] → DD91.Y ;; Gastritis péptica → DA42.Z [who_api, 0.0%] → DA42.Z ;; Síndrome de pseudoobstrucción intestinal crónica → Síndrome de pseudoobstrucción intestinal crónica [exact, 100.0%] → DA90.2"
,1,"[""NR-CARD-004"", ""DB98.3"", ""BC42.0"", ""BC4Z"", ""BB2Z""]","[""N/A"", ""Desconocido"", ""Desconocido"", ""N/A"", ""N/A""]","[""unclassified"", ""unknown"", ""unknown"", ""common"", ""common""]",Miocarditis post‑COVID | Fiebre Q | Miocarditis de células gigantes | Enfermedad cardíaca autoinmune | Pericarditis inflamatoria,"Miocarditis post‑COVID → NR-CARD-004 [nr, 0.0%] → NR-CARD-004 ;; Fiebre Q → Fiebre Q [exact, 100.0%] → DB98.3 ;; Miocarditis de células gigantes → Miocarditis idiopática de células gigantes [semantic, 0.0%] → BC42.0 ;; Enfermedad cardíaca autoinmune → BC4Z [who_api, 0.0%] → BC4Z ;; Pericarditis inflamatoria → BB2Z [who_api, 0.0%] → BB2Z"
,1,"[""3A20"", ""3A21.0"", ""NR-HEMAT-008"", ""4A40.0"", ""2A60""]","[""1-5 / 10 000"", ""1-9 / 100 000"", ""N/A"", ""1-5 / 10 000"", ""1-5 / 10 000""]","[""unknown"", ""very_rare"", ""unclassified"", ""unknown"", ""unknown""]",Anemia hemolítica autoinmune | Hemoglobinuria paroxística nocturna | Aplasia aplásica | Lupus eritematoso sistémico | Leucemia mieloide aguda,"Anemia hemolítica autoinmune → Anemia hemolítica autoinmune [exact, 100.0%] → 3A20 ;; Hemoglobinuria paroxística nocturna → Hemoglobinuria paroxística nocturna [exact, 100.0%] → 3A21.0 ;; Aplasia aplásica → NR-HEMAT-008 [nr, 0.0%] → NR-HEMAT-008 ;; Lupus eritematoso sistémico → Lupus eritematoso sistémico [exact, 100.0%] → 4A40.0 ;; Leucemia mieloide aguda → Leucemia mieloide aguda [exact, 100.0%] → 2A60"
,1,"[""LD27.01"", ""5C64.20"", ""DA96.1"", ""DA95"", ""DD7Z""]","[""Desconocido"", ""1-9 / 1 000 000"", ""N/A"", ""N/A"", ""N/A""]","[""unknown"", ""ultra_rare"", ""common"", ""common"", ""common""]",Síndrome de Cronkhite‑Canada | Acrodermatitis enteropática adquirida | Enteropatía perdedora de proteínas asociada a lupus eritematoso sistémico | Celiaquía | Síndrome de enfermedad inflamatoria intestinal,"Síndrome de Cronkhite‑Canada → Síndrome de Cronkhite-Canada [semantic, 0.0%] → LD27.01 ;; Acrodermatitis enteropática adquirida → Acrodermatitis enteropática [semantic, 0.0%] → 5C64.20 ;; Enteropatía perdedora de proteínas asociada a lupus eritematoso sistémico → DA96.1 [who_api, 0.0%] → DA96.1 ;; Celiaquía → DA95 [who_api, 0.0%] → DA95 ;; Síndrome de enfermedad inflamatoria intestinal → Enfermedad inflamatoria intestinal rara [semantic_who, 0.0%] → DD7Z"
,1,"[""EB20"", ""NR-DERM-009"", ""FA11.2"", ""4A44.90"", ""EB31""]","[""Desconocido"", ""N/A"", ""1-9 / 100 000"", ""1-9 / 100 000"", ""N/A""]","[""unknown"", ""unclassified"", ""very_rare"", ""very_rare"", ""common""]",Síndrome de Sweet | Panniculitis pancreática | Artritis reactiva | Vasculitis crioglobulínica | Eritema nodoso,"Síndrome de Sweet → Síndrome de Sweet [exact, 100.0%] → EB20 ;; Panniculitis pancreática → NR-DERM-009 [nr, 0.0%] → NR-DERM-009 ;; Artritis reactiva → Artritis reactiva [exact, 100.0%] → FA11.2 ;; Vasculitis crioglobulínica → Vasculitis crioglobulinémica [fuzzy_validated, 92.6%] → 4A44.90 ;; Eritema nodoso → EB31 [who_api, 0.0%] → EB31"
,1,"[""2C61"", ""2C62"", ""2B56"", ""2C6Y"", ""2E0Y&XA12C1""]","[""N/A"", ""N/A"", ""<1 / 1 000 000"", ""<1 / 1 000 000"", ""N/A""]","[""common"", ""common"", ""ultra_rare"", ""ultra_rare"", ""common""]",Carcinoma ductal invasivo de mama | Carcinoma inflamatorio de mama | Angiosarcoma de mama | Carcinoma metaplásico de mama | Metástasis mamaria,"Carcinoma ductal invasivo de mama → 2C61 [who_api, 0.0%] → 2C61 ;; Carcinoma inflamatorio de mama → Cáncer de mama inflamatorio [fuzzy_validated_who, 100.0%] → 2C62 ;; Angiosarcoma de mama → Angiosarcoma [semantic, 0.0%] → 2B56 ;; Carcinoma metaplásico de mama → Carcinoma metaplásico de mama [exact, 100.0%] → 2C6Y ;; Metástasis mamaria → 2E0Y&XA12C1 [who_api, 0.0%] → 2E0Y&XA12C1"
,1,"[""NR-INFEC-014"", ""NR-INFEC-015"", ""NR-INFEC-016"", ""FA25"", ""FA11.2""]","[""N/A"", ""N/A"", ""N/A"", ""N/A"", ""1-9 / 100 000""]","[""unclassified"", ""unclassified"", ""unclassified"", ""common"", ""very_rare""]",Infección protésica por Mycobacterium bovis | Infección protésica por Staphylococcus epidermidis | Infección protésica por Staphylococcus aureus | Gota | Artritis reactiva,"Infección protésica por Mycobacterium bovis → NR-INFEC-014 [nr, 0.0%] → NR-INFEC-014 ;; Infección protésica por Staphylococcus epidermidis → NR-INFEC-015 [nr, 0.0%] → NR-INFEC-015 ;; Infección protésica por Staphylococcus aureus → NR-INFEC-016 [nr, 0.0%] → NR-INFEC-016 ;; Gota → FA25 [who_api, 0.0%] → FA25 ;; Artritis reactiva → Artritis reactiva [exact, 100.0%] → FA11.2"
,1,"[""JB42.1"", ""JA43.Z"", ""BB00.Z"", ""NB92.6"", ""4A84.Z""]","[""Desconocido"", ""N/A"", ""N/A"", ""N/A"", ""N/A""]","[""unknown"", ""common"", ""common"", ""common"", ""common""]",Embolia de líquido amniótico | Sangrado masivo postparto con DIC | Embolia pulmonar trombótica | Ruptura uterina completa | Reacción anafiláctica,"Embolia de líquido amniótico → Embolia de líquido amniótico [exact, 100.0%] → JB42.1 ;; Sangrado masivo postparto con DIC → JA43.Z [who_api, 0.0%] → JA43.Z ;; Embolia pulmonar trombótica → BB00.Z [who_api, 0.0%] → BB00.Z ;; Ruptura uterina completa → NB92.6 [who_api, 0.0%] → NB92.6 ;; Reacción anafiláctica → 4A84.Z [who_api, 0.0%] → 4A84.Z"
,1,"[""1F2C"", ""1F20.0Y"", ""CA40.0Z"", ""CA26.0"", ""1D9Z""]","[""Desconocido"", ""N/A"", ""N/A"", ""Desconocido"", ""N/A""]","[""unknown"", ""common"", ""common"", ""unknown"", ""common""]",Mucormicosis pulmonar | Aspergilosis pulmonar invasiva | Neumonía bacteriana | Bronquiolitis obliterante | Infección viral respiratoria,"Mucormicosis pulmonar → Zigomicosis [semantic, 0.0%] → 1F2C ;; Aspergilosis pulmonar invasiva → 1F20.0Y [who_api, 0.0%] → 1F20.0Y ;; Neumonía bacteriana → CA40.0Z [who_api, 0.0%] → CA40.0Z ;; Bronquiolitis obliterante → Bronquiolitis obliterante [exact, 100.0%] → CA26.0 ;; Infección viral respiratoria → 1D9Z [who_api, 0.0%] → 1D9Z"
,1,"[""DC12.0Z"", ""DC31.2"", ""DC10.02"", ""DB94.1Z"", ""BA41.Z""]","[""N/A"", ""N/A"", ""N/A"", ""N/A"", ""N/A""]","[""common"", ""common"", ""common"", ""common"", ""common""]",Colecistitis aguda | Pancreatitis biliar | Obstrucción biliar | Hepatitis alcohólica | Infarto de miocardio,"Colecistitis aguda → DC12.0Z [who_api, 0.0%] → DC12.0Z ;; Pancreatitis biliar → DC31.2 [who_api, 0.0%] → DC31.2 ;; Obstrucción biliar → DC10.02 [who_api, 0.0%] → DC10.02 ;; Hepatitis alcohólica → DB94.1Z [who_api, 0.0%] → DB94.1Z ;; Infarto de miocardio → BA41.Z [who_api, 0.0%] → BA41.Z"
,1,"[""CA40.20"", ""1B21.0"", ""1F20"", ""RA01"", ""CA40.0Z""]","[""N/A"", ""N/A"", ""Desconocido"", ""N/A"", ""N/A""]","[""common"", ""common"", ""unknown"", ""common"", ""common""]",Neumonía por Pneumocystis jirovecii | Infección por Mycobacterium avium complex | Aspergilosis | COVID‑19 | Neumonía bacteriana oportunista,"Neumonía por Pneumocystis jirovecii → CA40.20 [who_api, 0.0%] → CA40.20 ;; Infección por Mycobacterium avium complex → 1B21.0 [who_api, 0.0%] → 1B21.0 ;; Aspergilosis → Aspergilosis [exact, 100.0%] → 1F20 ;; COVID‑19 → RA01 [who_api, 0.0%] → RA01 ;; Neumonía bacteriana oportunista → CA40.0Z [who_api, 0.0%] → CA40.0Z"
,1,"[""1C1B.Y"", ""BB40"", ""1B12.Y"", ""1B95"", ""1C1A""]","[""Desconocido"", ""Desconocido"", ""N/A"", ""<1 / 1 000 000"", ""Desconocido""]","[""unknown"", ""unknown"", ""unclassified"", ""ultra_rare"", ""unknown""]",Nocardiosis | Endocarditis infecciosa | Tuberculosis miliar | Brucelosis | Listeriosis,"Nocardiosis → Nocardiosis [exact, 100.0%] → 1C1B.Y ;; Endocarditis infecciosa → Endocarditis infecciosa [exact, 100.0%] → BB40 ;; Tuberculosis miliar → Tuberculosis multifocal [semantic, 0.0%] → 1B12.Y ;; Brucelosis → Brucelosis [exact, 100.0%] → 1B95 ;; Listeriosis → Listeriosis [exact, 100.0%] → 1C1A"
,1,"[""NR-DERM-011"", ""1G04"", ""EA80.Z"", ""EH7Z"", ""1A61.3&XA6NQ7""]","[""N/A"", ""N/A"", ""N/A"", ""N/A"", ""N/A""]","[""unclassified"", ""common"", ""common"", ""common"", ""common""]",Pityriasis rosea | Escabiosis | Dermatitis atópica | Reacción cutánea a fármacos | Sífilis secundaria,"Pityriasis rosea → NR-DERM-011 [nr, 0.0%] → NR-DERM-011 ;; Escabiosis → 1G04 [who_api, 0.0%] → 1G04 ;; Dermatitis atópica → EA80.Z [who_api, 0.0%] → EA80.Z ;; Reacción cutánea a fármacos → EH7Z [who_api, 0.0%] → EH7Z ;; Sífilis secundaria → 1A61.3&XA6NQ7 [who_api, 0.0%] → 1A61.3&XA6NQ7"
,1,"[""2F98&XA6KU8"", ""2C90.0"", ""LA90.40"", ""5A70.Y"", ""BA04.Z""]","[""N/A"", ""1-5 / 10 000"", ""N/A"", ""<1 / 1 000 000"", ""N/A""]","[""common"", ""unknown"", ""unclassified"", ""ultra_rare"", ""common""]",Reninoma | Carcinoma de células renales | Estenosis de la arteria renal | Síndrome de Cushing | Hipertensión secundaria,"Reninoma → 2F98&XA6KU8 [who_api, 0.0%] → 2F98&XA6KU8 ;; Carcinoma de células renales → Carcinoma de células renales [exact, 100.0%] → 2C90.0 ;; Estenosis de la arteria renal → Estenosis arterial renal congénita [semantic, 0.0%] → LA90.40 ;; Síndrome de Cushing → Síndrome de Cushing por enfermedad corticosuprarrenal macronodular bilateral [semantic, 0.0%] → 5A70.Y ;; Hipertensión secundaria → BA04.Z [who_api, 0.0%] → BA04.Z"
,1,"[""1F53.1"", ""BC43.0"", ""BC42.1&XN3BH"", ""BC43.01"", ""NR-CARD-006""]","[""1-9 / 1 000 000"", ""N/A"", ""N/A"", ""N/A"", ""N/A""]","[""ultra_rare"", ""unclassified"", ""common"", ""common"", ""unclassified""]",Enfermedad de Chagas | Miocardiopatía dilatada idiopática | Miocarditis viral | Miocardiopatía alcohólica | Endocarditis crónica,"Enfermedad de Chagas → Tripanosomiasis americana [exact, 100.0%] → 1F53.1 ;; Miocardiopatía dilatada idiopática → Miocardiopatía dilatada [semantic, 0.0%] → BC43.0 ;; Miocarditis viral → BC42.1&XN3BH [who_api, 0.0%] → BC42.1&XN3BH ;; Miocardiopatía alcohólica → BC43.01 [who_api, 0.0%] → BC43.01 ;; Endocarditis crónica → NR-CARD-006 [nr, 0.0%] → NR-CARD-006"
,1,"[""NR-NEUR-015"", ""9C85.02"", ""8E4A.0"", ""1D00.Z"", ""8E4A.0""]","[""N/A"", ""Desconocido"", ""N/A"", ""N/A"", ""N/A""]","[""unclassified"", ""unknown"", ""common"", ""common"", ""common""]",Encefalitis anti-NMDAR | Síndrome opsoclonos-mioclonía | Encefalitis límbica paraneoplásica | Encefalitis anti-GABAB | Encefalitis autoinmune con anticuerpos VGKC,"Encefalitis anti-NMDAR → NR-NEUR-015 [nr, 0.0%] → NR-NEUR-015 ;; Síndrome opsoclonos-mioclonía → Síndrome opsoclono-mioclono [fuzzy_validated, 92.9%] → 9C85.02 ;; Encefalitis límbica paraneoplásica → OBSOLETO: Encefalitis límbica paraneoplásica clásica [semantic_who, 0.0%] → 8E4A.0 ;; Encefalitis anti-GABAB → 1D00.Z [who_api, 0.0%] → 1D00.Z ;; Encefalitis autoinmune con anticuerpos VGKC → 8E4A.0 [who_api, 0.0%] → 8E4A.0"
